ID,choice,tt1,tc1,hw1,ch1,tt2,tc2,hw2,ch2,hh_inc_abs,car_availability,half_discount_ticket,full_discount_ticket,commute,shopping,business,leisure
13863,1,28,15,60,2,38,11,30,0,167500,0,1,0,0,0,0,1
13863,0,31,12,15,1,24,15,30,1,167500,0,1,0,0,0,0,1
13863,1,28,15,15,1,35,13,30,0,167500,0,1,0,0,0,0,1
13863,0,38,11,30,2,30,15,30,0,167500,0,1,0,0,0,0,1
13863,1,26,13,15,1,35,11,60,1,167500,0,1,0,0,0,0,1
13869,1,136,65,60,2,102,71,15,1,137500,1,1,0,0,0,1,0
13869,1,129,68,60,1,103,92,60,1,137500,1,1,0,0,0,1,0
13869,0,97,71,30,2,129,65,60,0,137500,1,1,0,0,0,1,0
13869,1,136,68,30,0,102,92,15,1,137500,1,1,0,0,0,1,0
13869,0,95,75,15,1,136,68,30,2,137500,1,1,0,0,0,1,0
13869,0,150,83,15,2,105,111,30,2,137500,1,1,0,0,0,1,0
13869,1,150,68,15,2,113,78,60,0,137500,1,1,0,0,0,1,0
13869,1,186,83,30,0,139,95,15,1,137500,1,1,0,0,0,1,0
13869,1,129,65,15,1,90,74,30,1,137500,1,1,0,0,0,1,0
13883,0,163,66,30,1,232,55,15,0,112500,1,1,0,0,0,0,1
13883,0,148,69,60,2,212,62,30,1,112500,1,1,0,0,0,0,1
13883,0,184,63,15,0,263,47,15,2,112500,1,1,0,0,0,0,1
13883,1,182,60,30,1,136,72,30,0,112500,1,1,0,0,0,0,1
13883,1,163,84,30,1,192,62,15,0,112500,1,1,0,0,0,0,1
13883,0,182,55,15,2,155,63,15,2,112500,1,1,0,0,0,0,1
13883,0,164,54,30,1,182,47,30,2,112500,1,1,0,0,0,0,1
13883,0,164,74,15,0,182,55,60,1,112500,1,1,0,0,0,0,1
13883,0,192,60,15,1,173,78,15,2,112500,1,1,0,0,0,0,1
13902,1,187,43,15,0,131,51,30,1,10000,0,0,1,0,0,0,1
13902,0,120,53,60,2,171,49,30,1,10000,0,0,1,0,0,0,1
13902,1,212,36,15,2,148,49,15,0,10000,0,0,1,0,0,0,1
13902,0,110,56,30,0,147,47,30,1,10000,0,0,1,0,0,0,1
13902,1,132,66,30,1,155,49,15,0,10000,0,0,1,0,0,0,1
13902,0,125,49,15,2,147,43,15,2,10000,0,0,1,0,0,0,1
13902,0,132,42,30,1,147,36,30,2,10000,0,0,1,0,0,0,1
13902,1,132,57,15,0,147,43,60,1,10000,0,0,1,0,0,0,1
13902,1,139,61,15,2,155,47,15,1,10000,0,0,1,0,0,0,1
13916,0,33,5,15,0,23,6,30,1,10000,0,0,0,0,0,0,1
13916,0,21,7,60,2,30,6,30,1,10000,0,0,0,0,0,0,1
13916,0,26,6,15,0,38,5,15,2,10000,0,0,0,0,0,0,1
13916,0,20,7,30,0,26,6,30,1,10000,0,0,0,0,0,0,1
13916,1,23,8,30,1,28,6,15,0,10000,0,0,0,0,0,0,1
13916,1,26,5,15,2,22,6,15,2,10000,0,0,0,0,0,0,1
13916,0,23,6,30,1,26,5,30,2,10000,0,0,0,0,0,0,1
13916,0,23,7,15,0,26,5,60,1,10000,0,0,0,0,0,0,1
13916,1,25,7,15,2,28,6,15,1,10000,0,0,0,0,0,0,1
13922,0,28,9,15,1,21,10,15,2,50000,1,1,0,0,0,0,1
13922,1,15,9,60,2,22,7,60,0,50000,1,1,0,0,0,0,1
13922,1,23,9,60,0,16,10,15,0,50000,1,1,0,0,0,0,1
13922,1,25,8,15,2,31,7,15,1,50000,1,1,0,0,0,0,1
13922,1,21,9,60,2,28,7,30,0,50000,1,1,0,0,0,0,1
13922,0,23,7,15,1,17,9,30,1,50000,1,1,0,0,0,0,1
13922,1,20,9,15,1,25,8,30,0,50000,1,1,0,0,0,0,1
13922,1,28,7,30,2,22,9,30,0,50000,1,1,0,0,0,0,1
13922,1,25,7,60,1,19,8,15,1,50000,1,1,0,0,0,0,1
13972,1,71,33,30,1,101,28,15,0,70000,1,1,0,0,0,0,1
13972,1,65,35,60,2,92,32,30,1,70000,1,1,0,0,0,0,1
13972,1,114,24,15,2,80,32,15,0,70000,1,1,0,0,0,0,1
13972,0,59,37,30,0,79,30,30,1,70000,1,1,0,0,0,0,1
13972,1,71,43,30,1,84,32,15,0,70000,1,1,0,0,0,0,1
13972,1,79,28,15,2,67,32,15,2,70000,1,1,0,0,0,0,1
13972,0,71,27,30,1,79,24,30,2,70000,1,1,0,0,0,0,1
13972,1,79,28,60,1,71,38,15,0,70000,1,1,0,0,0,0,1
13972,0,84,30,15,1,75,40,15,2,70000,1,1,0,0,0,0,1
14010,1,90,25,30,1,76,28,30,0,10000,0,1,0,1,0,0,0
14010,0,47,29,60,0,62,25,15,2,10000,0,1,0,1,0,0,0
14010,0,62,25,30,0,53,30,15,2,10000,0,1,0,1,0,0,0
14010,0,67,34,60,1,79,30,60,2,10000,0,1,0,1,0,0,0
14010,1,66,32,60,0,52,37,30,0,10000,0,1,0,1,0,0,0
14010,1,56,27,60,1,66,24,15,1,10000,0,1,0,1,0,0,0
14010,1,46,29,60,0,66,24,15,0,10000,0,1,0,1,0,0,0
14010,1,66,28,30,1,46,31,60,0,10000,0,1,0,1,0,0,0
14010,1,63,29,30,2,90,25,60,0,10000,0,1,0,1,0,0,0
14023,1,38,5,60,2,29,6,15,1,50000,0,0,1,1,0,0,0
14023,1,36,6,60,1,29,8,60,1,50000,0,0,1,1,0,0,0
14023,0,36,5,60,0,27,6,30,2,50000,0,0,1,1,0,0,0
14023,0,38,6,30,0,29,8,15,1,50000,0,0,1,1,0,0,0
14023,1,38,6,30,2,27,7,15,1,50000,0,0,1,1,0,0,0
14023,0,29,9,30,2,42,7,15,2,50000,0,0,1,1,0,0,0
14023,0,32,7,60,0,42,6,15,2,50000,0,0,1,1,0,0,0
14023,1,52,7,30,0,39,8,15,1,50000,0,0,1,1,0,0,0
14023,1,36,5,15,1,25,6,30,1,50000,0,0,1,1,0,0,0
14041,1,24,2,15,2,32,1,15,1,90000,1,0,1,0,1,0,0
14041,1,18,2,60,2,25,1,60,0,90000,1,0,1,0,1,0,0
14041,1,27,1,60,0,19,2,15,0,90000,1,0,1,0,1,0,0
14041,1,36,1,15,1,29,2,15,2,90000,1,0,1,0,1,0,0
14041,0,32,1,30,0,24,2,60,2,90000,1,0,1,0,1,0,0
14041,1,20,2,30,1,27,1,15,1,90000,1,0,1,0,1,0,0
14041,0,24,2,15,1,29,1,30,0,90000,1,0,1,0,1,0,0
14041,1,32,1,30,2,26,2,30,0,90000,1,0,1,0,1,0,0
14041,1,29,1,60,1,22,2,15,1,90000,1,0,1,0,1,0,0
14074,0,258,92,15,2,344,80,15,1,10000,0,0,1,0,0,0,1
14074,0,269,63,60,0,188,82,60,2,10000,0,0,1,0,0,0,1
14074,0,199,88,15,0,284,77,60,0,10000,0,0,1,0,0,0,1
14074,0,389,60,15,1,311,66,15,2,10000,0,0,1,0,0,0,1
14074,0,344,60,30,0,258,81,60,2,10000,0,0,1,0,0,0,1
14074,1,284,63,15,1,213,82,30,1,10000,0,0,1,0,0,0,1
14074,0,251,81,15,1,314,70,30,0,10000,0,0,1,0,0,0,1
14074,0,275,78,30,0,344,60,30,2,10000,0,0,1,0,0,0,1
14074,1,314,60,60,1,235,72,15,1,10000,0,0,1,0,0,0,1
14100,0,82,14,15,0,57,17,30,1,112500,0,0,1,0,0,0,1
14100,0,52,18,60,2,75,16,30,1,112500,0,0,1,0,0,0,1
14100,0,65,16,15,0,92,12,15,2,112500,0,0,1,0,0,0,1
14100,0,48,18,30,0,64,15,30,1,112500,0,0,1,0,0,0,1
14100,1,57,22,30,1,67,16,15,0,112500,0,0,1,0,0,0,1
14100,0,64,14,15,2,54,16,15,2,112500,0,0,1,0,0,0,1
14100,1,64,12,30,2,58,14,30,1,112500,0,0,1,0,0,0,1
14100,1,58,19,15,0,64,14,60,1,112500,0,0,1,0,0,0,1
14100,1,61,20,15,2,67,15,15,1,112500,0,0,1,0,0,0,1
14167,0,22,9,15,0,15,11,30,1,90000,1,1,0,0,0,1,0
14167,1,14,11,60,2,20,10,30,1,90000,1,1,0,0,0,1,0
14167,1,25,8,15,2,17,10,15,0,90000,1,1,0,0,0,1,0
14167,1,17,10,30,1,13,12,30,0,90000,1,1,0,0,0,1,0
14167,1,15,14,30,1,18,10,15,0,90000,1,1,0,0,0,1,0
14167,0,17,9,15,2,15,10,15,2,90000,1,1,0,0,0,1,0
14167,1,17,8,30,2,15,9,30,1,90000,1,1,0,0,0,1,0
14167,1,17,9,60,1,15,12,15,0,90000,1,1,0,0,0,1,0
14167,0,18,10,15,1,16,13,15,2,90000,1,1,0,0,0,1,0
14208,1,9,1,60,1,6,2,15,1,30000,0,1,0,0,1,0,0
14208,0,10,2,15,0,8,3,60,1,30000,0,1,0,0,1,0,0
14208,0,8,1,30,0,7,2,60,2,30000,0,1,0,0,1,0,0
14208,1,8,1,60,0,7,2,15,0,30000,0,1,0,0,1,0,0
14208,0,9,1,15,0,8,2,15,0,30000,0,1,0,0,1,0,0
14208,1,7,2,30,1,8,1,15,0,30000,0,1,0,0,1,0,0
14208,0,8,1,15,2,6,2,15,2,30000,0,1,0,0,1,0,0
14208,0,6,3,30,2,8,2,60,2,30000,0,1,0,0,1,0,0
14208,0,5,3,15,1,7,2,30,2,30000,0,1,0,0,1,0,0
14264,0,28,13,15,1,37,12,60,2,10000,0,1,0,0,0,0,1
14264,1,28,17,60,1,35,12,60,1,10000,0,1,0,0,0,0,1
14264,1,26,13,30,2,35,12,60,0,10000,0,1,0,0,0,0,1
14264,1,28,17,15,1,37,12,30,0,10000,0,1,0,0,0,0,1
14264,0,26,14,15,1,37,12,30,2,10000,0,1,0,0,0,0,1
14264,1,29,20,30,2,41,15,15,2,10000,0,1,0,0,0,0,1
14264,1,41,12,15,2,31,14,60,0,10000,0,1,0,0,0,0,1
14264,0,51,15,30,0,38,17,15,1,10000,0,1,0,0,0,0,1
14264,0,25,13,30,1,35,12,15,1,10000,0,1,0,0,0,0,1
14353,0,23,9,30,1,20,10,30,0,50000,0,1,0,0,1,0,0
14353,0,16,9,15,2,12,10,60,0,50000,0,1,0,0,1,0,0
14353,1,14,10,15,2,16,9,30,0,50000,0,1,0,0,1,0,0
14353,0,21,10,60,2,18,11,60,1,50000,0,1,0,0,1,0,0
14353,1,14,12,30,0,17,11,60,0,50000,0,1,0,0,1,0,0
14353,1,15,9,60,1,17,8,15,1,50000,0,1,0,0,1,0,0
14353,1,12,10,60,0,17,8,15,0,50000,0,1,0,0,1,0,0
14353,1,12,10,60,0,17,9,30,1,50000,0,1,0,0,1,0,0
14353,1,16,10,30,2,23,9,60,0,50000,0,1,0,0,1,0,0
14369,0,63,24,15,1,85,22,60,2,90000,0,1,0,0,0,0,1
14369,0,80,23,60,1,64,31,60,1,90000,0,1,0,0,0,0,1
14369,1,80,22,60,0,60,24,30,2,90000,0,1,0,0,0,0,1
14369,1,63,31,15,1,85,23,30,0,90000,0,1,0,0,0,0,1
14369,1,85,23,30,2,59,25,15,1,90000,0,1,0,0,0,0,1
14369,0,93,28,15,2,65,37,30,2,90000,0,1,0,0,0,0,1
14369,0,70,26,60,0,93,23,15,2,90000,0,1,0,0,0,0,1
14369,1,116,28,30,0,87,32,15,1,90000,0,1,0,0,0,0,1
14369,1,80,22,15,1,56,25,30,1,90000,0,1,0,0,0,0,1
14419,0,5,2,15,1,7,1,60,1,10000,0,0,1,0,0,0,1
14419,1,6,2,60,1,8,1,15,0,10000,0,0,1,0,0,0,1
14419,0,6,1,30,0,5,2,60,2,10000,0,0,1,0,0,0,1
14419,1,6,1,60,0,5,2,15,0,10000,0,0,1,0,0,0,1
14419,1,6,2,15,0,7,1,15,0,10000,0,0,1,0,0,0,1
14419,0,6,1,15,0,5,2,30,1,10000,0,0,1,0,0,0,1
14419,0,6,1,15,2,5,2,15,2,10000,0,0,1,0,0,0,1
14419,0,6,1,60,2,4,2,30,2,10000,0,0,1,0,0,0,1
14419,1,5,1,30,2,4,2,15,1,10000,0,0,1,0,0,0,1
14421,0,150,29,30,0,177,26,30,1,10000,0,0,0,0,0,0,1
14421,1,92,30,60,0,122,26,15,2,10000,0,0,0,0,0,0,1
14421,0,122,26,30,0,104,32,15,2,10000,0,0,0,0,0,0,1
14421,0,133,35,60,1,156,32,60,2,10000,0,0,0,0,0,0,1
14421,0,103,38,30,0,129,33,60,0,10000,0,0,0,0,0,0,1
14421,0,129,25,15,1,110,29,60,1,10000,0,0,0,0,0,0,1
14421,1,90,30,60,0,129,25,15,0,10000,0,0,0,0,0,0,1
14421,0,129,29,30,1,90,32,60,0,10000,0,0,0,0,0,0,1
14421,0,124,30,30,2,177,26,60,0,10000,0,0,0,0,0,0,1
14458,0,6,8,15,1,8,7,60,1,50000,0,0,0,0,1,0,0
14458,1,7,10,60,1,9,7,15,0,50000,0,0,0,0,1,0,0
14458,0,7,6,30,0,6,7,60,2,50000,0,0,0,0,1,0,0
14458,0,6,8,15,0,7,6,60,0,50000,0,0,0,0,1,0,0
14458,1,7,8,15,0,8,7,15,0,50000,0,0,0,0,1,0,0
14458,0,7,7,15,0,6,8,30,1,50000,0,0,0,0,1,0,0
14458,1,5,8,15,2,7,7,15,2,50000,0,0,0,0,1,0,0
14458,0,5,8,30,2,7,7,60,2,50000,0,0,0,0,1,0,0
14458,0,6,8,30,2,4,11,15,1,50000,0,0,0,0,1,0,0
14509,1,39,10,60,2,29,11,15,1,50000,1,1,0,0,0,0,1
14509,1,30,14,60,1,37,11,60,1,50000,1,1,0,0,0,0,1
14509,1,37,10,60,0,28,11,30,2,50000,1,1,0,0,0,0,1
14509,0,29,14,15,1,39,11,30,0,50000,1,1,0,0,0,0,1
14509,1,39,11,30,2,27,12,15,1,50000,1,1,0,0,0,0,1
14509,1,30,17,30,2,43,13,15,2,50000,1,1,0,0,0,0,1
14509,0,43,11,15,2,32,12,60,0,50000,1,1,0,0,0,0,1
14509,1,53,13,30,0,40,15,15,1,50000,1,1,0,0,0,0,1
14509,0,37,10,15,1,26,12,30,1,50000,1,1,0,0,0,0,1
14539,1,186,42,15,1,140,48,15,2,90000,1,0,1,0,0,0,1
14539,1,146,33,60,0,102,43,60,2,90000,1,0,1,0,0,0,1
14539,0,108,46,15,0,154,40,60,0,90000,1,0,1,0,0,0,1
14539,0,168,35,15,2,211,31,15,1,90000,1,0,1,0,0,0,1
14539,1,186,31,30,0,140,42,60,2,90000,1,0,1,0,0,0,1
14539,0,115,43,30,1,154,33,15,1,90000,1,0,1,0,0,0,1
14539,1,136,42,15,1,170,37,30,0,90000,1,0,1,0,0,0,1
14539,1,186,31,30,2,149,41,30,0,90000,1,0,1,0,0,0,1
14539,1,170,31,60,1,128,38,15,1,90000,1,0,1,0,0,0,1
14553,0,17,7,30,1,24,6,15,0,50000,0,1,0,0,0,0,1
14553,1,22,7,30,1,15,8,60,2,50000,0,1,0,0,0,0,1
14553,1,27,5,15,2,19,7,15,0,50000,0,1,0,0,0,0,1
14553,0,14,8,30,0,19,6,30,1,50000,0,1,0,0,0,0,1
14553,1,17,9,30,1,20,7,15,0,50000,0,1,0,0,0,0,1
14553,1,19,6,15,2,16,7,15,2,50000,0,1,0,0,0,0,1
14553,0,17,6,30,1,19,5,30,2,50000,0,1,0,0,0,0,1
14553,0,17,8,15,0,19,6,60,1,50000,0,1,0,0,0,0,1
14553,1,18,8,15,2,20,6,15,1,50000,0,1,0,0,0,0,1
14572,0,58,13,15,1,83,12,60,1,90000,1,0,1,1,0,0,0
14572,0,94,13,15,0,70,17,60,1,90000,1,0,1,1,0,0,0
14572,1,62,13,60,2,68,11,30,0,90000,1,0,1,1,0,0,0
14572,0,64,14,15,0,76,11,60,0,90000,1,0,1,1,0,0,0
14572,1,83,12,15,0,75,13,15,0,90000,1,0,1,1,0,0,0
14572,0,68,13,30,1,76,12,15,0,90000,1,0,1,1,0,0,0
14572,1,55,14,15,2,68,12,15,2,90000,1,0,1,1,0,0,0
14572,0,51,14,30,2,68,13,60,2,90000,1,0,1,1,0,0,0
14572,1,45,19,15,1,65,15,30,2,90000,1,0,1,1,0,0,0
14576,1,21,10,30,1,18,11,30,0,90000,0,0,0,0,0,0,1
14576,1,14,10,15,2,11,12,60,0,90000,0,0,0,0,0,0,1
14576,0,14,10,30,0,12,13,15,2,90000,0,0,0,0,0,0,1
14576,0,16,14,60,1,18,13,60,2,90000,0,0,0,0,0,0,1
14576,0,12,15,30,0,15,13,60,0,90000,0,0,0,0,0,0,1
14576,0,15,10,15,1,13,11,60,1,90000,0,0,0,0,0,0,1
14576,1,11,12,60,0,15,10,15,0,90000,0,0,0,0,0,0,1
14576,0,15,12,30,1,11,13,60,0,90000,0,0,0,0,0,0,1
14576,1,15,12,30,2,21,10,60,0,90000,0,0,0,0,0,0,1
14619,0,3,1,15,0,2,2,30,1,90000,0,1,0,1,0,0,0
14619,1,2,2,60,2,3,1,30,1,90000,0,1,0,1,0,0,0
14619,1,4,1,15,2,3,2,15,0,90000,0,1,0,1,0,0,0
14619,0,3,1,30,1,2,2,30,0,90000,0,1,0,1,0,0,0
14619,1,2,2,30,1,3,1,15,0,90000,0,1,0,1,0,0,0
14619,0,3,1,15,2,2,2,15,2,90000,0,1,0,1,0,0,0
14619,1,3,1,30,2,2,2,30,1,90000,0,1,0,1,0,0,0
14619,1,3,1,60,1,2,2,15,0,90000,0,1,0,1,0,0,0
14619,0,3,1,15,1,2,2,15,2,90000,0,1,0,1,0,0,0
14642,0,92,55,30,0,108,50,30,1,90000,1,1,0,0,0,1,0
14642,1,75,50,15,2,56,57,60,0,90000,1,1,0,0,0,1,0
14642,0,75,50,30,0,63,60,15,2,90000,1,1,0,0,0,1,0
14642,0,81,67,60,1,95,60,60,2,90000,1,1,0,0,0,1,0
14642,0,63,73,30,0,79,63,60,0,90000,1,1,0,0,0,1,0
14642,1,67,54,60,1,79,47,15,1,90000,1,1,0,0,0,1,0
14642,1,79,47,15,0,55,57,60,0,90000,1,1,0,0,0,1,0
14642,1,79,55,30,1,55,61,60,0,90000,1,1,0,0,0,1,0
14642,0,76,57,30,2,108,50,60,0,90000,1,1,0,0,0,1,0
14700,0,109,24,30,0,129,22,30,1,10000,0,1,0,0,0,0,1
14700,1,89,22,15,2,67,25,60,0,10000,0,1,0,0,0,0,1
14700,0,89,22,30,0,76,26,15,2,10000,0,1,0,0,0,0,1
14700,1,114,26,60,2,97,29,60,1,10000,0,1,0,0,0,0,1
14700,0,75,31,30,0,94,27,60,0,10000,0,1,0,0,0,0,1
14700,0,94,20,15,1,80,23,60,1,10000,0,1,0,0,0,0,1
14700,1,94,20,15,0,66,25,60,0,10000,0,1,0,0,0,0,1
14700,0,66,26,60,0,94,24,30,1,10000,0,1,0,0,0,0,1
14700,1,129,22,60,0,90,25,30,2,10000,0,1,0,0,0,0,1
14723,1,14,3,60,2,11,4,15,1,30000,0,0,1,0,0,0,1
14723,1,11,4,60,1,14,3,60,1,30000,0,0,1,0,0,0,1
14723,1,10,4,30,2,14,3,60,0,30000,0,0,1,0,0,0,1
14723,0,14,3,30,0,11,4,15,1,30000,0,0,1,0,0,0,1
14723,0,10,4,15,1,14,3,30,2,30000,0,0,1,0,0,0,1
14723,0,16,3,15,2,11,5,30,2,30000,0,0,1,0,0,0,1
14723,0,12,4,60,0,16,3,15,2,30000,0,0,1,0,0,0,1
14723,1,15,4,15,1,20,3,30,0,30000,0,0,1,0,0,0,1
14723,0,14,3,15,1,9,4,30,1,30000,0,0,1,0,0,0,1
14727,1,111,88,30,1,159,74,15,0,50000,1,1,0,0,0,0,1
14727,1,101,93,60,2,145,84,30,1,50000,1,1,0,0,0,0,1
14727,1,126,85,15,0,179,63,15,2,50000,1,1,0,0,0,0,1
14727,0,124,81,30,1,93,97,30,0,50000,1,1,0,0,0,0,1
14727,0,131,84,15,0,111,114,30,1,50000,1,1,0,0,0,0,1
14727,0,124,74,15,2,106,85,15,2,50000,1,1,0,0,0,0,1
14727,0,124,63,30,2,112,73,30,1,50000,1,1,0,0,0,0,1
14727,1,112,99,15,0,124,74,60,1,50000,1,1,0,0,0,0,1
14727,0,131,81,15,1,118,105,15,2,50000,1,1,0,0,0,0,1
14728,0,12,1,30,1,10,2,30,0,90000,0,0,0,1,0,0,0
14728,1,6,2,60,0,8,1,15,2,90000,0,0,0,1,0,0,0
14728,0,7,2,15,2,8,1,30,0,90000,0,0,0,1,0,0,0
14728,0,10,1,60,2,9,2,60,1,90000,0,0,0,1,0,0,0
14728,1,9,1,60,0,7,2,30,0,90000,0,0,0,1,0,0,0
14728,0,9,1,15,1,7,2,60,1,90000,0,0,0,1,0,0,0
14728,0,9,1,15,0,6,2,60,0,90000,0,0,0,1,0,0,0
14728,0,9,1,30,1,6,2,60,0,90000,0,0,0,1,0,0,0
14728,0,8,2,30,2,12,1,60,0,90000,0,0,0,1,0,0,0
14735,1,28,3,60,1,19,4,15,1,90000,0,1,0,1,0,0,0
14735,0,31,4,15,0,23,5,60,1,90000,0,1,0,1,0,0,0
14735,0,23,3,30,0,21,4,60,2,90000,0,1,0,1,0,0,0
14735,1,25,3,60,0,21,4,15,0,90000,0,1,0,1,0,0,0
14735,0,28,3,15,0,25,4,15,0,90000,0,1,0,1,0,0,0
14735,0,25,3,15,0,23,4,30,1,90000,0,1,0,1,0,0,0
14735,1,18,4,15,2,23,3,15,2,90000,0,1,0,1,0,0,0
14735,0,17,5,30,2,23,4,60,2,90000,0,1,0,1,0,0,0
14735,0,15,6,15,1,22,4,30,2,90000,0,1,0,1,0,0,0
14742,0,66,14,15,1,94,12,60,1,10000,0,0,1,1,0,0,0
14742,0,107,14,15,0,80,18,60,1,10000,0,0,1,1,0,0,0
14742,1,70,13,60,2,78,12,30,0,10000,0,0,1,1,0,0,0
14742,1,73,15,15,0,86,12,60,0,10000,0,0,1,1,0,0,0
14742,0,85,13,15,0,94,12,15,0,10000,0,0,1,1,0,0,0
14742,0,86,12,15,0,77,13,30,1,10000,0,0,1,1,0,0,0
14742,1,62,15,15,2,78,12,15,2,10000,0,0,1,1,0,0,0
14742,1,78,14,60,2,58,15,30,2,10000,0,0,1,1,0,0,0
14742,1,52,20,15,1,74,15,30,2,10000,0,0,1,1,0,0,0
14751,0,20,2,60,1,14,3,15,1,167500,0,0,1,0,0,0,1
14751,1,17,3,60,1,22,2,15,0,167500,0,0,1,0,0,0,1
14751,1,15,3,60,2,16,2,30,0,167500,0,0,1,0,0,0,1
14751,0,18,2,60,0,15,3,15,0,167500,0,0,1,0,0,0,1
14751,1,18,3,15,0,20,2,15,0,167500,0,0,1,0,0,0,1
14751,1,16,3,30,1,18,2,15,0,167500,0,0,1,0,0,0,1
14751,0,16,2,15,2,13,3,15,2,167500,0,0,1,0,0,0,1
14751,1,12,3,30,2,16,2,60,2,167500,0,0,1,0,0,0,1
14751,1,15,2,30,2,11,3,15,1,167500,0,0,1,0,0,0,1
14754,1,130,45,15,2,174,39,15,1,137500,0,0,1,0,0,0,1
14754,0,95,40,60,2,136,31,60,0,137500,0,0,1,0,0,0,1
14754,1,143,37,60,0,100,43,15,0,137500,0,0,1,0,0,0,1
14754,1,157,32,15,2,196,29,15,1,137500,0,0,1,0,0,0,1
14754,1,130,39,60,2,174,29,30,0,137500,0,0,1,0,0,0,1
14754,0,108,40,30,1,143,31,15,1,137500,0,0,1,0,0,0,1
14754,0,159,34,30,0,127,39,15,1,137500,0,0,1,0,0,0,1
14754,1,174,29,30,2,139,38,30,0,137500,0,0,1,0,0,0,1
14754,0,119,35,15,1,159,29,60,1,137500,0,0,1,0,0,0,1
14785,0,12,2,15,0,8,3,30,1,90000,0,0,1,1,0,0,0
14785,1,7,4,60,2,11,3,30,1,90000,0,0,1,1,0,0,0
14785,0,9,3,15,0,13,2,15,2,90000,0,0,1,1,0,0,0
14785,0,7,4,30,0,9,3,30,1,90000,0,0,1,1,0,0,0
14785,0,10,3,15,0,8,4,30,1,90000,0,0,1,1,0,0,0
14785,1,8,3,15,2,9,2,15,2,90000,0,0,1,1,0,0,0
14785,0,8,3,30,1,9,2,30,2,90000,0,0,1,1,0,0,0
14785,0,8,3,15,0,9,2,60,1,90000,0,0,1,1,0,0,0
14785,1,9,4,15,2,10,3,15,1,90000,0,0,1,1,0,0,0
14787,1,117,105,30,1,167,87,15,0,10000,0,0,0,0,0,0,1
14787,0,152,100,30,1,107,110,60,2,10000,0,0,0,0,0,0,1
14787,0,132,101,15,0,189,75,15,2,10000,0,0,0,0,0,0,1
14787,1,131,95,30,1,98,115,30,0,10000,0,0,0,0,0,0,1
14787,0,138,100,15,0,117,134,30,1,10000,0,0,0,0,0,0,1
14787,0,111,100,15,2,131,87,15,2,10000,0,0,0,0,0,0,1
14787,0,117,86,30,1,131,75,30,2,10000,0,0,0,0,0,0,1
14787,0,117,118,15,0,131,87,60,1,10000,0,0,0,0,0,0,1
14787,1,124,124,15,2,138,95,15,1,10000,0,0,0,0,0,0,1
14802,1,39,15,30,1,55,12,15,0,10000,0,1,0,1,0,0,0
14802,0,35,15,60,2,50,14,30,1,10000,0,1,0,1,0,0,0
14802,0,62,10,15,2,44,14,15,0,10000,0,1,0,1,0,0,0
14802,0,32,16,30,0,43,13,30,1,10000,0,1,0,1,0,0,0
14802,1,39,19,30,1,46,14,15,0,10000,0,1,0,1,0,0,0
14802,0,43,12,15,2,37,14,15,2,10000,0,1,0,1,0,0,0
14802,1,39,12,30,1,43,10,30,2,10000,0,1,0,1,0,0,0
14802,0,43,12,60,1,39,16,15,0,10000,0,1,0,1,0,0,0
14802,0,46,13,15,1,41,17,15,2,10000,0,1,0,1,0,0,0
14817,1,53,7,60,2,40,8,15,1,50000,0,0,1,1,0,0,0
14817,0,50,8,60,1,40,10,60,1,50000,0,0,1,1,0,0,0
14817,1,50,7,60,0,38,8,30,2,50000,0,0,1,1,0,0,0
14817,1,53,8,30,0,40,10,15,1,50000,0,0,1,1,0,0,0
14817,1,53,8,30,2,37,9,15,1,50000,0,0,1,1,0,0,0
14817,0,59,9,15,2,41,13,30,2,50000,0,0,1,1,0,0,0
14817,0,44,9,60,0,59,8,15,2,50000,0,0,1,1,0,0,0
14817,0,73,9,30,0,55,11,15,1,50000,0,0,1,1,0,0,0
14817,0,35,8,30,1,50,7,15,1,50000,0,0,1,1,0,0,0
14823,0,46,22,15,1,61,20,60,2,50000,1,1,0,0,0,0,1
14823,1,46,28,60,1,58,21,60,1,50000,1,1,0,0,0,0,1
14823,1,43,22,30,2,58,20,60,0,50000,1,1,0,0,0,0,1
14823,1,46,28,15,1,61,21,30,0,50000,1,1,0,0,0,0,1
14823,0,43,23,15,1,61,21,30,2,50000,1,1,0,0,0,0,1
14823,1,47,34,30,2,67,25,15,2,50000,1,1,0,0,0,0,1
14823,0,50,24,60,0,67,21,15,2,50000,1,1,0,0,0,0,1
14823,0,83,25,30,0,62,29,15,1,50000,1,1,0,0,0,0,1
14823,0,40,23,30,1,58,20,15,1,50000,1,1,0,0,0,0,1
14831,1,167,28,60,1,117,32,15,1,30000,0,1,0,0,0,0,1
14831,1,189,31,15,0,141,40,60,1,30000,0,1,0,0,0,0,1
14831,1,124,30,60,2,138,26,30,0,30000,0,1,0,0,0,0,1
14831,0,129,34,15,0,152,26,60,0,30000,0,1,0,0,0,0,1
14831,0,150,31,15,0,167,28,15,0,30000,0,1,0,0,0,0,1
14831,0,152,28,15,0,137,31,30,1,30000,0,1,0,0,0,0,1
14831,0,110,34,15,2,138,28,15,2,30000,0,1,0,0,0,0,1
14831,0,103,34,30,2,138,31,60,2,30000,0,1,0,0,0,0,1
14831,0,91,46,15,1,131,35,30,2,30000,0,1,0,0,0,0,1
14845,1,39,23,15,2,52,20,15,1,112500,1,1,0,0,0,0,1
